date,text,likes,retweets,link
2020-07-07,"2- Nesta semana foi atinginda a marca de 10.383 ventiladores pulmonares produzidos, recuperadoros e distribuídos para o SUS. @minsaude / @EconomiaSepec .Saiba mais: https://t.co/XqvELGXjDJ https://t.co/29uaGEAgrW",7985,1620,https://twitter.com/jairbolsonaro/status/1280439343665078272
2020-07-07,"1- Edifício “A Noite” será leiloado, em evento virtual que ocorrerá em agosto ou setembro. Localizado no RJ, é avaliado em cerca de R$ 90 milhões. Mais uma rodada das inúmeras ações de enxugamento dos gastos públicos e desperdício de dinheiro do pagador de impostos.@MinEconomia https://t.co/IVLXiRtTYw",36277,6279,https://twitter.com/jairbolsonaro/status/1280438849248821248
2020-07-06,"- Sancionada hoje a Lei que instituiu o Programa Emergencial de Manutenção do Emprego e da Renda (MP-936)
- Todos os benefícios serão custeados com recursos da União, operacionalizado e pago pelo @MinEconomia diretamente ao empregado.",41034,6970,https://twitter.com/jairbolsonaro/status/1280246062347927552
2020-07-06,E- Atualização do sistema indica que mais de 124 milhões de pessoas foram beneficiadas pelo Auxílio Emergencial. Em menos de 4 meses se desenvolve o maior programa de transferência direta de renda do mundo. @mincidadania @onyxlorenzoni . Mais informações  https://t.co/3wc5YNworF,10715,1896,https://twitter.com/jairbolsonaro/status/1280108019406299138
2020-07-06,"D- Em meio à crise mundial, o Brasil dá sinais de retomada, trabalhando para atrair investimentos mundiais e empregos. Assim como em 2019, quando retomamos a confiança e investimentos recordes. Somos um dos países que + investiu na pandemia e um dos que + salvam vidas. https://t.co/ByNQdSs7Wt",12426,2337,https://twitter.com/jairbolsonaro/status/1280107624982360065
2020-07-06,"C- Desde o início da pandemia do coronavírus, o @minsaude já contratou 6.622 médicos para reforçar o atendimento à população nos postos de saúde de 2.127 municípios e 21 Distritos Sanitários Especiais Indígenas (DSEIs). @min_direitoshumanos @damaresalvesoficial1 . https://t.co/lZFFd2rweO",4991,1084,https://twitter.com/jairbolsonaro/status/1280107063943856129
2020-07-06,"B- O @DNIToficial finalizou as obras de manutenção e ampliação das bacias de manobra para navios maiores no Porto de Santos, agora com maior profundidade. O local é o maior terminal portuário do Brasil e rota de grande relevância para o comércio nacional e exterior. https://t.co/3mFu9NDzcR",4726,1042,https://twitter.com/jairbolsonaro/status/1280106754949472262
2020-07-06,"A- Nos últimos dias, mais 6 operações de combate a supostos desvios de dinheiro do pagador de impostos deflagrando operações em mais vários estados do Brasil (AP, AM, DF, MG, PB, BA). Mais detalhes nas redes sociais da @CGUonline https://t.co/FNobAnkPD2",24837,5222,https://twitter.com/jairbolsonaro/status/1280106174113816576
2020-07-05,"4- Capacidade de testagem RT-PCR para Covid-19 na Rede Nacional de Laboratórios de Saúde Pública aumentou 869% desde o início da pandemia. O resultado de profissionais trabalhando, muitos funcionando 24 horas/dia, 7 dias por semana, e da disponibilidade de insumos e equipamentos. https://t.co/kGGRj2OS7I",10133,1874,https://twitter.com/jairbolsonaro/status/1279715301823844353
2020-07-05,3- O Governo Bolsonaro fechou o 1º semestre de 2020 com 39 entregas espalhadas por todas as regiões do Brasil. E já apresentado o cronograma com mais de 30 inaugurações até dezembro. Detalhes nas redes sociais do @MInfraestrutura @tarcisiogdf : https://t.co/lk9whjLF4H,14092,2826,https://twitter.com/jairbolsonaro/status/1279715067756511232
2020-07-05,2- O Brasil já concluiu mais de um terço das exigências para entrar na OCDE. Seguimos avançando! @govbr . https://t.co/hzeEzzhteg https://t.co/KgodyvogQn,5870,1344,https://twitter.com/jairbolsonaro/status/1279714128781770754
2020-07-05,"1- Além do combate às queimadas, multas e apreensões de madeira ilegal, como divulgados em muitas postagens, lançado agora o Programa Floresta: foco exclusivo na conservação da mata nativa, alcance de todos os biomas com remuneração para quem protege. @mmeioambiente @rsallesmma : https://t.co/j8pplDpwKH",22197,4644,https://twitter.com/jairbolsonaro/status/1279713312356384776
2020-07-05,"- Apreensão de drogas pela @PRFBrasil .
- Comparação entre os meses de maio e junho de 2019 e 2020 https://t.co/U86i3UrZJt",32907,5795,https://twitter.com/jairbolsonaro/status/1279591395091775488
2020-07-04,- I also want to greet my friend @realDonaldTrump for the courageous speech he delivered yesterday. Those were the words of a great statesman. May the legacy and the values ​​of the Founders of this great nation endure and be kept from the evil intentions of radicals.,21358,3056,https://twitter.com/jairbolsonaro/status/1279518562386956294
2020-07-04,"- I'd like to congratulate President @realDonaldTrump and the people of the USA on the 244th anniversary of their independence. As the leaders of the two largest Western democracies, we work to advance the ideals of freedom, democracy and human dignity that this day represents.",37064,5812,https://twitter.com/jairbolsonaro/status/1279518506653024256
2020-07-04,- Também cumprimento meu amigo @realDonaldTrump pelo belíssimo e corajoso discurso do dia de ontem. Palavras de um grande estadista. Que o legado e os valores dos fundadores dessa grande nação permaneçam sólidos e jamais sejam apagados por radiciais.,30966,4139,https://twitter.com/jairbolsonaro/status/1279513184857141248
2020-07-04,"- Gostaria de parabenizar o Presidente @realDonaldTrump e o povo dos EUA pelo 244º aniversário de sua Independência. Como líderes das duas maiores democracias ocidentais, trabalhamos para avançar os ideais de liberdade, democracia e dignidade humana que esta data representa.",53834,8149,https://twitter.com/jairbolsonaro/status/1279513126963216384
2020-07-04,"- E a Hidroxicloroquina chegou a Porto Seguro/BA.
- Parabéns Dra. Raissa Soares. https://t.co/Kd0p5G8sKO",45012,8966,https://twitter.com/jairbolsonaro/status/1279467679896797186
2020-07-04,B- O @govbr intensifica o trabalho de recuperação dos estragos causados. Que Deus conforte as famílias das vítimas desta e de toda situação que o país atravessa atualmente!,16104,2350,https://twitter.com/jairbolsonaro/status/1279429220184338435
2020-07-04,"A- Desde mais uma catástrofe ocorrida no país, o @mdregional_br enviou equipes da Secretaria Nacional de Proteção e Defesa Civil ao estado de SC. Hoje, sobrevoamos a região com parlamentares e autoridades locais.",24376,3944,https://twitter.com/jairbolsonaro/status/1279428855153991681
2020-07-04,"E- Reforço de 6.410 ventiladores pulmonares entregues pelo Governo Federal às redes de saúde de estados e municípios. 3.477 são ventiladores de UTI e 2.933 de transporte. RJ recebeu o maior número, com 814 respiradores; seguido por SP (766), PA (406) e MG (389). @minsaude https://t.co/TSRTQxPr4J",10123,1978,https://twitter.com/jairbolsonaro/status/1279371980286943235
2020-07-04,D- A Catedral Imperial (Petrópolis-RJ) vai receber a maior restauração de sua história. As obras estão previstas para começar em agosto e a execução da empreitada contará com empresas e trabalhadores locais para incentivar a economia da cidade. Detalhes: https://t.co/hz6x4LdjJ4 https://t.co/Xqr84yaKNM,14726,2714,https://twitter.com/jairbolsonaro/status/1279371866906525696
2020-07-04,C-Liberadas as concessões de mais 22 aeroportos. Processo se desenvolve. Garantir investimentos privados para transformar nossos ativos e melhorar a qualidade do serviço ao usuário. @MInfraestrutura @tarcisiogdf . Detalhes dos locais anunciados no mapa: https://t.co/9RCJM7XnV7,5878,1317,https://twitter.com/jairbolsonaro/status/1279371648790155265
2020-07-04,"B- Lançado pela @CGUonline @WRosarioCGU , painel dá transparência à aquisição de bens, insumos e serviços pela União, estados, DF e municípios para enfrentar a Covid-19. Ferramenta traz referencial de preços e auxilia o gestor na melhor compra. Saiba mais: https://t.co/wjgRiNEEfD https://t.co/L31hX9Lvd6",4727,1129,https://twitter.com/jairbolsonaro/status/1279371289917116416
2020-07-04,A- Inaugurados mais 40 dessalinizadores do Programa Água Doce na Paraíba. São investimentos federais que vão levar água potável para 27 municípios do sertão paraibano substituindo os carros-pipa. Mais a caminho! @mdregional_br @rogeriosmarinho . https://t.co/8QZhhWYzps,28878,7017,https://twitter.com/jairbolsonaro/status/1279370570774306816
2020-07-03,C- O @JusticaGovBR @AmendoncaMJSP entregou 108 veículos para secretarias de Segurança Pública dos estados e do Distrito Federal. Os carros serão usados no Programa Nacional de Qualidade de Vida dos Profissionais da Segurança Pública. @tvbrasilgov . https://t.co/EGn33dpo65 https://t.co/KtHc2fOrSJ,7786,1371,https://twitter.com/jairbolsonaro/status/1279009295812698114
2020-07-03,"B- Mais de 2,6 mil Instituições de Longa Permanência para Idosos em estados e municípios receberão ajuda financeira do Governo Federal para adotarem medidas de dignidade e enfrentamento de possíveis casos de covid-19. @DamaresAlves / @tvbrasilgov . https://t.co/Bnv1uevgW1 https://t.co/jSE5OANTEi",9360,1662,https://twitter.com/jairbolsonaro/status/1279008585226354691
2020-07-03,"A- Pesquisadores brasileiros desenvolvem equipamento capaz de descontaminar de forma segura máscaras N95, usadas por profissionais de saúde. Via @mctic @Astro_Pontes / @tvbrasilgov . https://t.co/GAxaxccKYP https://t.co/iDIVlwNtHn",19411,3854,https://twitter.com/jairbolsonaro/status/1279007777231437824
2020-07-02,"E- 500.000 unidades habitacionais entregues e mais 50.000 até o final do ano;
F- PL das fakenews;
G- MP do Futebol
H- Recursos da União enviados a estados e municípios;
I- ferrovias e muito mais detalhes.",13143,2173,https://twitter.com/jairbolsonaro/status/1278828973120794630
2020-07-02,"- Live de toda quinta-feira com o Presidente (02/07/2020). https://t.co/fgEPXQqqDN
Temas:
A- Ajuda a SC devido a ciclone;
B- auxílio à pequenas empresas;
C- Mais detalhes sobre o auxílio-emergencial;
D- Mais de 20.000 obras pelo Brasil desde 2019 (@mdregional_br );",18259,3194,https://twitter.com/jairbolsonaro/status/1278828741200838657
2020-07-02,"Parecer AGU JL-05 (jul/20) esclarece que escolas militares (EN, EsPCEx, EPCAR e CMs) são públicas p/ todos os fins, inclusive p/ acesso às universidades pelo SISU. Por analogia, as escolas militares de outros entes (PMs e CBMs) terão o mesmo tratamento que universidades federais.",32280,5555,https://twitter.com/jairbolsonaro/status/1278790479044370442
2020-07-02,@CarlosNadalim 🇧🇷🤝,4853,272,https://twitter.com/jairbolsonaro/status/1278718048426430465
2020-07-02,"6- Liberados Mais recursos para a continuidade de obras de abastecimento de água, esgotamento sanitário, manejo de águas pluviais e realização de estudos em cidades do Ceará, Maranhão, Pará, Paraíba, Santa Catarina, Sergipe e São Paulo. Detalhes no @mdregional_br https://t.co/fuUDbGMgGE",9454,1729,https://twitter.com/jairbolsonaro/status/1278644336973012993
2020-07-02,5- O @govbr lança 2 novas ferramentas de informações em tempo real e organização resíduos reutilizáveis no país. Antiga reivindicação do setor ambiental. Trabalho para melhorar a vida e saúde dos brasileiros. - burocracia e + praticidade a custo zero para o usuário. #LixãoZero https://t.co/y1JbHz5T6H,11001,2083,https://twitter.com/jairbolsonaro/status/1278643993027452928
2020-07-02,"4- OperaçãoVerdeBrasil2  e OperaçãoCOVID19: mais apreensões de madeira ilegal na foz do Rio Tocantins, no Pará, e parceria interministerial leva mais atendimento de saúde aos indígenas de Roraima. https://t.co/4ja0Vx69pY https://t.co/1sTeqNqHc8",4584,1043,https://twitter.com/jairbolsonaro/status/1278642988739186688
2020-07-02,"3- Palmas-TO: entrega de 220 máquinas e equipamentos para 139 municípios do estado. Foram entregues 139 retroescavadeiras, 80 pás carregadeiras e um gerador a diesel. Também serão concedidas 12 escavadeiras hidráulicas. Ação conjunta com a bancada do Estado. @secomvc https://t.co/uxTTZIGahk",5500,1106,https://twitter.com/jairbolsonaro/status/1278642684060729345
2020-07-02,"2- O @bndes aprovou financiamento de R$ 55,97 milhões para aquisição de mais testes sorológicos IgM e IgC de detecção do covid-19, além dos anunciados na nossa timeline diariamente. https://t.co/M9YBzMzsEJ",4013,897,https://twitter.com/jairbolsonaro/status/1278642125492584448
2020-07-02,"1- O Benefício Emergencial de Preservação do Emprego e da Renda (BEm) já realizou cerca de 12 mi de acordos individuais e coletivos. Até aqui, o investimento é de R$ 17,4 bi. Sudeste lidera, com 3,8 mi de acordos em SP, 1,1 mi no RJ e 1 mi em MG. @brunobiancoleal @MinEconomia",25933,4760,https://twitter.com/jairbolsonaro/status/1278640560564297730
2020-07-01,"- Programas de Governo; o que já conseguimos cumprir, e como estaríamos se o outro lado tivesse ganho. Assista: https://t.co/ob41O9g2Kw",20977,4179,https://twitter.com/jairbolsonaro/status/1278432978507530247
2020-07-01,"- O Conselho Nacional de Política Energética estabeleceu diretrizes para que o etanol possa ser vendido das usinas diretamente para os postos de combustíveis.
- A venda direta de etanol pode proporcionar maior concorrência no setor e baratear o preço dos combustíveis nas bombas.",52764,9800,https://twitter.com/jairbolsonaro/status/1278369364568309760
2020-06-30,"Ferrovias avançam, cabotagem bate recordes, privatizações de aeroportos desincham o estado e qualificam o setor e estradas estão sendo finalizadas, expandidas e refeitas. Detalhes nas redes sociais do @MInfraestrutura , @portosdobrasil , @aviacaodobrasil  e @DNIToficial . https://t.co/mqMsFUMLXM",15775,3064,https://twitter.com/jairbolsonaro/status/1278010980241494017
2020-06-30,"B- Águas do São Francisco, foco no sistema de dessanilização, perfurações de poços artesianos e mais projetos no Nordeste avançam. Depoimento de um senhor em Juazeiro do Norte /CE. https://t.co/ybIyP6dVDV",21851,4342,https://twitter.com/jairbolsonaro/status/1278010515932024837
2020-06-30,"A. Publicado no DOU o Auxílio financeiro de R$3bi ao setor cultural e auxílio de R$600 ao artista informal. Aplicação é de responsabilidade de estados e municípios. Em contrapartida, deverão ser promovidas atividades a alunos de escolas públicas, ou p/a comunidade, gratuitamente.",32570,5686,https://twitter.com/jairbolsonaro/status/1278009601020084225
2020-06-29,"17. Hospital Universitário  de Brasília avança em pesquisa dos efeitos da covid-19 durante a gestação.
18. Chegada do 27o voo fretado pelo Governo Federal com insumos. País já recebeu 165 milhões de máscaras cirúrgicas e do tipo N95. @MInfraestrutura",12911,2006,https://twitter.com/jairbolsonaro/status/1277718918824628224
2020-06-29,"14. 87 mil testes distribuídos para o sistema penitenciário brasileiros.
15. Inauguração de mais uma ala hospitalar indígena em Atalaia do Norte (AM). @DamaresAlves 
16. Forças Armadas Especializadas treinam profissionais civis de saúde em emergência e cuidados intensivos.",13117,2094,https://twitter.com/jairbolsonaro/status/1277718812104802304
2020-06-29,"11. Programa de informatização do SUS: R$ 4,6 milhões às equipes de 845 municípios. @minsaude 
12. 105 milhões de brasileiros atendidos pelas equipes de Saúde na Família. @govbr 
13. Ampliação de serviços de testagem. @secomvc",3792,864,https://twitter.com/jairbolsonaro/status/1277718410005274625
2020-06-29,"7. Número de recuperados supera os 697.500 brasileiros. @minsaude 
8. 4.523 respiradores entregues em todas as regiões do país. @MInfraestrutura 
9. R$ 251,4 milhões para reforçar centros de atendimento em 767 municípios.
10. 8.940 leitos exclusivos para covid-19 habilitados",4283,1006,https://twitter.com/jairbolsonaro/status/1277717890020577280
2020-06-29,"5. R$ 90 bilhões do auxílio emergencial já creditados. 64,1 milhões de brasileiros beneficiados. Muito mais que um programa Bolsa Família em menos de 3 meses de criado. @MinCidadania 
6. @Caixa começou a pagar a 3a parcela do auxílio emergencial no sábado (27)",4112,955,https://twitter.com/jairbolsonaro/status/1277717598851997696
2020-06-29,"2. R$ 495 milhões para empresas que atuam na área da superintendência  do Desenvolvimento do Nordeste. @MinEconomia 
3. Medida do @BancoCentralBR estima liberar até R$ 55 bilhões para pequenas empresas
4. 12 mil empreendedores atendidos pela linha emergencial do @bndes",4371,994,https://twitter.com/jairbolsonaro/status/1277717342919802881
2020-06-29,"MAIS AÇÕES DO @govbr EM PROL DOS BRASILEIROS NA ÚLTIMA SEMANA. MAIS DETALHES EXPOSTOS DIARIAMENTE EM NOSSAS REDES SOCIAIS: O BRASIL NÃO PODE PARAR!
1. R$ 818,7 milhões para fortalecimento da Rede SocioAssistencial dos estados e municípios. @DHumanosBrasil",30297,5590,https://twitter.com/jairbolsonaro/status/1277717138241982464
2020-06-29,@Marceloscf2 @DNIToficial 🇧🇷🤝,4228,264,https://twitter.com/jairbolsonaro/status/1277669954515611648
2020-06-29,"- Itinga, Vale do Jequitinhonha/MG. https://t.co/1ni521RS2v",28065,5657,https://twitter.com/jairbolsonaro/status/1277647967860768775
2020-06-29,- O Brasil e a vacina contra a COVID-19. @minsaude https://t.co/GYKr0Qkg1d,28885,6103,https://twitter.com/jairbolsonaro/status/1277603033044697088
2020-06-29,"- Por causa da pandemia o pai não pode ir à formatura do filho na PE.
- Mas o jovem recebeu sua boina em casa. https://t.co/5FpFVClIqS",62706,9970,https://twitter.com/jairbolsonaro/status/1277540631661903873
2020-06-28,5- REGIÃO SUL: https://t.co/IelIpMVzL2,10623,2270,https://twitter.com/jairbolsonaro/status/1277336215910526977
2020-06-28,4- REGIÃO CENTRO-OESTE: https://t.co/f1P5nDrUYt,10241,2050,https://twitter.com/jairbolsonaro/status/1277336001300570114
2020-06-28,3- REGIÃO NORTE: https://t.co/lp3uLCh8Vy,3658,1049,https://twitter.com/jairbolsonaro/status/1277335718218682368
2020-06-28,2- REGIÃO SUDESTE: https://t.co/rsD253lLsp,4252,1211,https://twitter.com/jairbolsonaro/status/1277335482079346693
2020-06-28,"- As ações do @govbr são expostas diariamente em nossas redes sociais.
 - Frentes em todas as linhas possíveis também neste período difícil.
- Estávamos decolando e vamos sem dúvidas sair desta e colocar o Brasil novamente no rumo de destaque que merece!
1- NORDESTE: https://t.co/MUtEBR3TOi",24799,5781,https://twitter.com/jairbolsonaro/status/1277335178092961796
2020-06-28,"6- Desde 2019, são mais de 1.000 km de BRs asfaltados, iniciadas, duplicados, refeitas e mais em andamento, como esta semana nas BRs 135/MA, 319/AM, 381/MG, 343/PI, 222/CE, 364/RO e muitas outras. Mais detalhes nas redes sociais do @DNIToficial . https://t.co/D7wQVjLnle",11917,2665,https://twitter.com/jairbolsonaro/status/1277258755437219850
2020-06-28,"5- A Comissão Técnica da Lei de Incentivo ao Esporte zerou a lista de pedidos em análise que deram entrada na Secretaria Especial do Esporte do @MinCidadania em 2019. A média de projetos aprovados mais que dobrou nos últimos meses. Com as novas aprovações, o número chegou a 188. https://t.co/AJtudsLqbx",9513,1723,https://twitter.com/jairbolsonaro/status/1277257841636708352
2020-06-28,"4- Lançado o Webinar, painel  “Destravando o Potencial de Investimentos Verdes p/ Agricultura no Brasil”, promovido pela @ClimateBonds , @Mapa_Brasil, @MInfraestrutura e @BancoCentralBR. O 🇧🇷 está vocacionado a ser a maior potência agroambiental do mundo: https://t.co/mcvSGgZk5Q",4001,933,https://twitter.com/jairbolsonaro/status/1277257353633595392
2020-06-28,"3- Redução de custos com a máquina pública: reforma no anexo do prédio do @MInfraestrutura para abrigar as secretarias de @aviacaodobrasil e @portosdobrasil , saindo do aluguel e economizando R$ 11,6 milhões/ano. Maior Integração da rotina administrativa dos setores. https://t.co/xck2eHGlNm",9774,2339,https://twitter.com/jairbolsonaro/status/1277256668200476673
2020-06-28,"2- O Governo Federal amplia testes de testagem do covid-19. Os Profissionais de saúde e segurança pública que também apresentem ou não sintomas poderão ser testados. Com a expansão, 45,6 milhões de pessoas serão analisadas. Mais a caminho! Detalhes: @minsaude @secomvc https://t.co/AnFtyxjTOj",4610,1073,https://twitter.com/jairbolsonaro/status/1277255861229019136
2020-06-28,"1- A @CGUonline , juntamente com órgãos federais, estaduais e demais, deflagram mais operações contra a possibilidade de desvios com o dinheiro da pagador de impostos: Anteontem, com as Operação Quarto Círculo e Vírus Infectio. https://t.co/oYjV8CA4WF e https://t.co/PBiHQGWkDo https://t.co/8u4ZC5lybB",21152,4595,https://twitter.com/jairbolsonaro/status/1277255531833548800
2020-06-28,@onyxlorenzoni 🇧🇷👍🏻,8612,505,https://twitter.com/jairbolsonaro/status/1277216642544648193
2020-06-28,"- OBRIGADO MEU CEARÁ.
- Jair Bolsonaro.
. Link no YouTube: https://t.co/nUsBD7zOBO https://t.co/WTj3ZiDLwd",56222,11782,https://twitter.com/jairbolsonaro/status/1277195895940005890
2020-06-27,"J. 215.000 cestas básicas para famílias indígenas em situação de vulnerabilidade; @DamaresAlves 
K. 26.020 brasileiros repatriados. @ItamaratyGovBr @ernestofaraujo",13935,2219,https://twitter.com/jairbolsonaro/status/1277005108673462273
2020-06-27,"H. Publicada Portaria com orientações para preservar a segurança, a saúde dos trabalhadores e os empregos no Brasil;
I. Mais de 20.000 bolsas de mestrado e doutorado prorrogadas; @MEC_Comunicacao",13586,2086,https://twitter.com/jairbolsonaro/status/1277004874140594176
2020-06-27,"F. Anunciadas medidas de prevenção e controle do covid-19 em frigoríficos e indústrias de laticínios; @Mapa_Brasil @TerezaCrisMS 
G. Conselho Nacional de Trânsito autoriza realização de aulas remotas;",4442,892,https://twitter.com/jairbolsonaro/status/1277004693181530113
2020-06-27,"C. TELESUS: Mais de 73 milhões de brasileiros já utilizaram o serviço; @MinEconomia 
D. Abrigos de idosos podem se inscrever para receber mais recursos federais; @govbr 
E. Nova versão do app FGTS com funcionalidades para o saque emergencial; @MinEconomia",3931,871,https://twitter.com/jairbolsonaro/status/1277004444807442432
2020-06-27,"- Mais ações do @govbr (19 a 26 de junho)
A. @CAPES_Oficial seleciona 31 projetos de pesquisa para o combate ao coronavírus;
B. 44,5 mil kits de higiene e limpeza distribuídos para comunidades indígenas; @DHumanosBrasil @DamaresAlves",24423,4524,https://twitter.com/jairbolsonaro/status/1277004103114162180
2020-06-27,@cabojunioamaral Um forte abraço!,23680,1549,https://twitter.com/jairbolsonaro/status/1276982673005776897
2020-06-27,@casacivilbr @govbr 🇧🇷,919,118,https://twitter.com/jairbolsonaro/status/1276982089443876864
2020-06-27,@secomvc 🇧🇷,7672,578,https://twitter.com/jairbolsonaro/status/1276928751394263040
2020-06-27,"- Hoje, estivemos na Região do Triângulo Mineiro. 
- Agradeço a consideração deste maravilhoso povo. 
- Seguimos trabalhando com ações explicitadas diariamente em nossas redes sociais! 
- Obrigado Minas Gerais! https://t.co/f4kDWzZ7Xw",39402,8425,https://twitter.com/jairbolsonaro/status/1276917982464262144
2020-06-27,"Um casal muito humilde - Comunidade Baixa Quente - Araçuaí-MG
- Vale do Jequitinhonha!
- De tudo, dentro do possível, o @govbr está fazendo para garantir a mínima dignidade do povo! https://t.co/gAJm1bHkJF",44513,9015,https://twitter.com/jairbolsonaro/status/1276852517364776962
2020-06-26,"- Como sempre determinamos sobre infraestrutura, o foco principal é agir diante das obras inacabadas. Trabalho para expandir a capacidade de todos os setores logísticos, humanitários e apoiar os produtivos do Brasil! Até breve, Gigante Nordeste! https://t.co/DYB0sHj8aD",42306,8423,https://twitter.com/jairbolsonaro/status/1276595506085531649
2020-06-26,"@CGUonline @policiafederal @MPF_PGR 🤝, Ministro @WRosarioCGU",2028,206,https://twitter.com/jairbolsonaro/status/1276539330819956736
2020-06-26,"@tarcisiogdf @rogeriosmarinho @TerezaCrisMS @MInfraestrutura 🤝, Ministro Capitão @tarcisiogdf !",11413,930,https://twitter.com/jairbolsonaro/status/1276538354482524160
2020-06-26,🇧🇷 https://t.co/UWDT5vVKtr,132367,20568,https://twitter.com/jairbolsonaro/status/1276528009458180103
2020-06-26,@AngelpeloBrasil 🇧🇷,3829,282,https://twitter.com/jairbolsonaro/status/1276527402890526720
2020-06-26,@rogeriosmarinho 🇧🇷,4731,353,https://twitter.com/jairbolsonaro/status/1276522728493912064
2020-06-26,"- Agora em Jati.
- Águas chegando ao Ceará.
- Nossa orientação: concluir obras já em andamento.
. Link no YouTube: https://t.co/zUVXYg4DIL https://t.co/ySZcOZlWbk",39175,9332,https://twitter.com/jairbolsonaro/status/1276521951465439233
2020-06-26,"@rogeriosmarinho @tarcisiogdf 🇧🇷👍🏻, Ministro!",8592,589,https://twitter.com/jairbolsonaro/status/1276512761481244673
2020-06-26,"5- O @govbr já devolveu mais de 1500 ventiladores pulmonares ao sistema de saúde. Em conjunto com @minsaude , @SENAInacional e empresas privadas foram recolhidos mais de 3000 destes danificados e estão sendo devolvidos à sociedade em pleno funcionamento. @EconomiaSepec https://t.co/8xHkPUhoDY",15484,3104,https://twitter.com/jairbolsonaro/status/1276452495166971904
2020-06-26,"4- Águas do São Francisco chegam ao Ceará! Com o acionamento da comporta do Eixo Norte do Projeto, as águas que já abastecem o Reservatório Milagres, em PE, passarão pelo Túnel Milagres, na divisa dos dois estados, chegarão ao Reservatório Jati e seguirão até a PA e o RN. @govbr https://t.co/P5rLHA8IDS",23236,4708,https://twitter.com/jairbolsonaro/status/1276450850773352453
2020-06-26,3- Outra obra de saneamento de extrema importância em Natal: o Túnel das Dunas. São investimentos para acabar com os principais pontos de alagamento nas zonas Sul e Oeste da capital do RN. @mdregional_br @rogeriosmarinho https://t.co/FjE9vxcq3n,9694,2115,https://twitter.com/jairbolsonaro/status/1276450572644896768
2020-06-26,"2- Construção de aeroporto na Amazônia: meios aquaviários levando equipamentos, caminhões e insumos pelo Solimões para obras do Aeroporto de Coari/AM. Mais detalhes nas redes sociais do @MInfraestrutura . @portosdobrasil @aviacaodobrasil @Marceloscf2 @tarcisiogdf https://t.co/I47j752UYa",8515,1903,https://twitter.com/jairbolsonaro/status/1276449844660514818
2020-06-26,"1- Ferrovias a caminho com os novos leilões da Fiol e da Ferrogrão, com a operação da Norte-Sul e com os investimentos crescentes em linhas férreas, o @MInfraestrutura dá importância ao setor essencial para o desenvolvimento do país. Detalhes no podcast: https://t.co/qWbk5QQ1YY https://t.co/JTUgKONZZf",34536,7548,https://twitter.com/jairbolsonaro/status/1276448961008750594
2020-06-25,"- Live da semana com o Presidente Bolsonaro com participação do @MinEconomia Paulo Guedes:
. Temas: 
- ações do governo diante do covid-19
- Ajuda direta aos Brasileiros, estados e municípios.
- Acompanhe e saiba de mais detalhes! https://t.co/ndQx73rIuC",19230,3556,https://twitter.com/jairbolsonaro/status/1276278471908642817
2020-06-25,"@DamaresAlves 🇧🇷, Ministra!",4748,420,https://twitter.com/jairbolsonaro/status/1276265084713685004
2020-06-25,"-Informo a nomeação do Professor Carlos Alberto Decotelli da Silva para o cargo de @MEC_Comunicacao .
-Decotelli é bacharel em Ciências Econômicas pela UERJ, Mestre pela FGV, Doutor pela Universidade de Rosário, Argentina e Pós-Doutor pela Universidade de Wuppertal, na Alemanha. https://t.co/namGi2rEh0",65574,10870,https://twitter.com/jairbolsonaro/status/1276221599897845760
2020-06-25,"- Por questão de soberania, e atendendo aos interesses das bancadas de parlamentares da região, o nosso Governo inicia a obra. https://t.co/fEI9BXakhi",12372,2273,https://twitter.com/jairbolsonaro/status/1276201862820233216
2020-06-25,"- BR-319 / PORTO  VELHO - MANAUS.
- O @MInfraestrutura , @tarcisiogdf , lançou edital para repavimentar os primeiros 52 Km da BR-319.
- Construída na década de 70 essa rodovia foi abandonada e hoje encontra-se intransitável. https://t.co/yoEvVJFhto",22997,4165,https://twitter.com/jairbolsonaro/status/1276201688295227393
2020-06-25,E. @govbr prioriza produtos da agricultura familiar em suas compras e diante dos baixos juros lança crédito especial para a pequeno produtor. @Mapa_Brasil @TerezaCrisMS . https://t.co/l3ZxR06Fpg,7443,1344,https://twitter.com/jairbolsonaro/status/1276122017172017152
2020-06-25,"D. O @mdregional_br , @rogeriosmarinho anuncia ações de sua pasta para Pernambuco. https://t.co/5CuV7RVRTi",7584,1362,https://twitter.com/jairbolsonaro/status/1276121759905955840
2020-06-25,C. Quem não tem acesso à internet agora pode pedir Auxílio Emergencial. Objetivo é incluir a população mais vulnerável. Detalhes nas redes sociais do @MinCidadania . https://t.co/JjHBhzt0rW,4898,1101,https://twitter.com/jairbolsonaro/status/1276121019409891328
2020-06-25,B. Brasil volta à lista dos 25 países mais confiáveis para investimentos. Somos a única nação da América Latina no ranking. A votação é feita por executivos das 500 maiores empresas do mundo. Via @MinEconomia / @secomvc . Detalhes: https://t.co/1HxfOOSMc1,6525,1561,https://twitter.com/jairbolsonaro/status/1276120437014106113
2020-06-25,"A. Além de tudo divulgado diariamente e avanços com pesquisas de novo medicamento contra o covid-19 via @mctic @Astro_Pontes , o @minsaude anuncia avanços no fechamento de acordo com a Universidade de Oxford para produção de vacina. https://t.co/DocoiJsfAF",18070,3620,https://twitter.com/jairbolsonaro/status/1276120224220286976
